Base Ticker,Company Name,Preferred Stock,Last Price,Full Name,Weight (%),Market Value,Original Name
ADC,AGREE REALTY,ADC,17.11,AGREE REALTY CORP,0.06,8906268.3,AGREE REALTY CORP
ADAM,NEW YORK MORTGAGE TRUST,ADAM,25.56,NEW YORK MORTGAGE TRUST INC,0.06,8766389.88,NEW YORK MORTGAGE TRUST INC
AFG,AMERICAN FINANCIAL GROUP,AFG,21.76,AMERICAN FINANCIAL GROUP INC,0.06,8090520.32,AMERICAN FINANCIAL GROUP INC
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,PMT,25.66,PENNYMAC MORTGAGE INVESTMENT TRUST,0.06,8114686.78,PENNYMAC MORTGAGE INVESTMENT TRUST
ONB,OLD NATIONAL BANCORP DEP SHS EACH,ONB,24.98,OLD NATIONAL BANCORP,0.06,8025349.58,OLD NATIONAL BANCORP
RITM,NEW RESIDENTIAL INVESTMENT,RITM,25.3,NEW RESIDENTIAL INVESTMENT CORP,0.06,8090990.6,NEW RESIDENTIAL INVESTMENT CORP
SAR,SARATOGA INVESTMENT,SAR,24.99,SARATOGA INVESTMENT CORP,0.06,7843786.23,SARATOGA INVESTMENT CORP
BFS,SAUL CENTERS,BFS,23.1,SAUL CENTERS INC,0.06,7663933.2,SAUL CENTERS INC
TWO,TWO HARBORS INVESTMENT,TWO,25.5,TWO HARBORS INVESTMENT CORP,0.06,8726023.5,TWO HARBORS INVESTMENT CORP
ACR,ACRES COMMERCIAL REALTY .625 FIXED,ACR,24.95,ACRES COMMERCIAL REALTY .625 FIXED,0.06,8937713.75,ACRES COMMERCIAL REALTY .625 FIXED
FCRX,CRESCENT CAPITAL BDC NOTES DUE I,FCRX,25.12,CRESCENT CAPITAL BDC NOTES DUE I,0.06,8440320.0,CRESCENT CAPITAL BDC NOTES DUE I
EIX,SCE TRUST VII,EIX,25.07,SCE TRUST V,0.06,8855175.26,SCE TRUST V
BAC,BANK OF AMERICA,BAC,20.81,BANK OF AMERICA DEPOSITORY SHARES,0.06,7780130.65,BANK OF AMERICA DEPOSITORY SHARES
NMFC,NEW MOUNTAIN FINANCE,NMFC,25.16,NEW MOUNTAIN FINANCE CORP,0.06,8586806.08,NEW MOUNTAIN FINANCE CORP
MSBI,MIDLAND STATES BANCORP,MSBI,25.3,MIDLAND STATES BANCORP INC,0.06,8905144.6,MIDLAND STATES BANCORP INC
EPR,EPR PROPERTIES 5.75% CUM CONV PREF,EPR,32.35,EPR PROPERTIES,0.06,8291143.25,EPR PROPERTIES
GNL,GLOBAL NET LEASE CUMULATIVE REDE,GNL,22.4,GLOBAL NET LEASE INC,0.06,7928524.8,GLOBAL NET LEASE INC
VLY,VALLEY NATIONAL BANCORP,VLY,25.1,VALLEY NATL NON CUM PERP PREF SERI,0.06,7687151.1,VALLEY NATL NON CUM PERP PREF SERI
TRIN,TRINITY CAPITAL,TRIN,25.36,TRINITY CAPITAL INC,0.06,8978327.6,TRINITY CAPITAL INC
VLY,VALLEY NATIONAL BANCORP,VLY,25.15,VALLEY NATIONAL BANCORP,0.06,8852347.3,VALLEY NATIONAL BANCORP
ABR,ARBOR REALTY TRUST,ABR-E,17.55,ARBOR REALTY TRUST INC,0.06,7665559.2,ARBOR REALTY TRUST INC
LAND,GLADSTONE LAND,LAND,20.06,GLADSTONE LAND CORP,0.06,8901223.8,GLADSTONE LAND CORP
EFC,ELLINGTON FINANCIAL,EFC,24.24,ELLINGTON FINANCIAL INC,0.06,8692245.84,ELLINGTON FINANCIAL INC
TRIN,TRINITY CAPITAL,TRIN,25.34,TRINITY CAPITAL INC,0.06,8847891.78,TRINITY CAPITAL INC
AMH,AMERICAN HOMES 4 RENT,AMH,23.01,AMERICAN HOMES 4 RENT,0.06,7972355.37,AMERICAN HOMES 4 RENT
AMH,AMERICAN HOMES 4 RENT,AMH,23.98,AMERICAN HOMES 4 RENT,0.06,8308566.42,AMERICAN HOMES 4 RENT
FHN,FIRST HORIZON NATIONAL,FHN,18.06,FIRST HORIZON CORP (TENNESSEE),0.06,8058372.0,FIRST HORIZON CORP (TENNESSEE)
FRT,FEDERAL REALTY INVESTMENT DEPOSITA,FRT,19.77,FEDERAL REALTY INVESTMENT DEPOSITA,0.06,8822362.5,FEDERAL REALTY INVESTMENT DEPOSITA
BPY,BROOKFIELD PROPERTY PREFERRED PREF,BPY,15.68,BROOKFIELD PROPERTY PARTNERS LP,0.06,8581240.64,BROOKFIELD PROPERTY PARTNERS LP
CNO,CNO FINANCIAL GROUP,CNO,19.31,CNO FINANCIAL GROUP INC,0.06,8617087.5,CNO FINANCIAL GROUP INC
CNOB,CONNECTONE BANCORP,CNOB,24.72,CONNECTONE BANCORP INC,0.06,8700995.04,CONNECTONE BANCORP INC
INN,SUMMIT HOTEL PROPERTIES,INN,18.88,SUMMIT HOTEL PROPERTIES INC,0.06,8987314.24,SUMMIT HOTEL PROPERTIES INC
FTAI,FTAI AVIATION FIXED RATE RESET C,FTAI,25.6,FTAI AVIATION FIXED RATE RESET C,0.06,8086425.6,FTAI AVIATION FIXED RATE RESET C
PSA,PUBLIC STORAGE,PSA,15.7,PUBLIC STORAGE,0.06,8107707.41,PUBLIC STORAGE
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,PMT,24.3,PENNYMAC MORTGAGE INVESTMENT TRUST,0.06,8492922.9,PENNYMAC MORTGAGE INVESTMENT TRUST
MFA,MFA FINANCIAL,MFA,25.09,MFA FINANCIAL INC,0.06,8662949.75,MFA FINANCIAL INC
DX,DYNEX CAPITAL,DX,26.0,DYNEX CAPITAL INC,0.06,8593453.1,DYNEX CAPITAL INC
GSL,GLOBAL SHIP LEASE,GSL,26.93,GLOBAL SHIP LEASE INC,0.06,8707567.73,GLOBAL SHIP LEASE INC
CTVA,E I DU PONT DE NEMOURS AND,CTVA,67.89,E I DU PONT DE NEMOURS AND CO,0.06,8559028.08,E I DU PONT DE NEMOURS AND CO
LOB,LIVE OAK BANCSHARES,LOB,25.85,LIVE OAK BANCSHARES INC,0.06,7929616.75,LIVE OAK BANCSHARES INC
REG,REGENCY CENTERS SERIES A CUMULAT,REG-A,23.3,REGENCY CENTERS SERIES A CUMULAT,0.06,8068976.4,REGENCY CENTERS SERIES A CUMULAT
RILY,B. RILEY FINANCIAL,RILY,24.92,B. RILEY FINANCIAL INC,0.06,7690212.32,B. RILEY FINANCIAL INC
CFR,CULLEN FROST BANKERS,CFR,17.61,CULLEN FROST BANKERS DRC INC,0.06,7857626.62,CULLEN FROST BANKERS DRC INC
REG,REGENCY CENTERS SERIES A CUMULAT,REG-B,22.4,REGENCY CENTERS SERIES B CUMULAT,0.06,7754723.2,REGENCY CENTERS SERIES B CUMULAT
DCOM,DIME COMMUNITY BANCSHARES CUMULATI,DCOM,19.41,DIME COMMUNITY BANCSHARES CUMULATI,0.06,7816692.56,DIME COMMUNITY BANCSHARES CUMULATI
RC,READY CAPITAL,RC,21.17,READY CAPITAL CORP,0.06,8292712.4,READY CAPITAL CORP
ACR,ACRES COMMERCIAL REALTY .625 FIXED,ACR,22.01,ACRES COMMERCIAL REALTY CORP,0.05,7377796.02,ACRES COMMERCIAL REALTY CORP
USM,UNITED STATES CELLULAR,USM,20.61,UNITED STATES CELLULAR CORPORATION,0.05,6490274.49,UNITED STATES CELLULAR CORPORATION
ASB,ASSOCIATED BANC-CORP,ASB,20.75,ASSOCIATED BANC-CORP,0.05,6306257.0,ASSOCIATED BANC-CORP
ASB,ASSOCIATED BANC-CORP,ASB,21.5,ASSOCIATED BANC DEPOSITARY SHARES,0.05,6722813.5,ASSOCIATED BANC DEPOSITARY SHARES
ETR,ENTERGY ARKANSAS LLC,ETR,22.47,ENTERGY NEW ORLEANS INC,0.05,7434132.09,ENTERGY NEW ORLEANS INC
FAMCA,FEDERAL AGRICULTURAL MORTGAGE,FAMCA,21.57,FEDERAL AGRICULTURAL MORTGAGE CORP,0.05,6503851.11,FEDERAL AGRICULTURAL MORTGAGE CORP
AGMPP,FEDERAL AGRIC MTG NON CUMULATIVE P,AGMPP,24.94,FEDERAL AGRIC MTG NON CUMULATIVE P,0.05,7579640.1,FEDERAL AGRIC MTG NON CUMULATIVE P
EFC,ELLINGTON FINANCIAL,EFC,25.42,ELLINGTON FINANCIAL INC,0.05,7563848.1,ELLINGTON FINANCIAL INC
CODI,COMPASS DIVERSIFIED HOLDINGS,CODI,18.4,COMPASS DIVERSIFIED HOLDINGS,0.05,6480682.4,COMPASS DIVERSIFIED HOLDINGS
BPOP,POPULAR CAPITAL TRUST II,BPOP,25.2,POPULAR CAPITAL TRUST II,0.05,7571818.8,POPULAR CAPITAL TRUST II
PSA,PUBLIC STORAGE,PSA,15.77,PUBLIC STORAGE,0.05,6888951.03,PUBLIC STORAGE
FAMCA,FEDERAL AGRICULTURAL MORTGAGE,FAMCA,18.22,FEDERAL AGRICULTURAL MORTGAGE NO,0.05,6869814.56,FEDERAL AGRICULTURAL MORTGAGE NO
FAMCA,FEDERAL AGRICULTURAL MORTGAGE,FAMCA,19.73,FEDERAL AGRICULTURAL MORTGAGE CORP,0.05,7136735.6,FEDERAL AGRICULTURAL MORTGAGE CORP
PCG,PG&E,PCG,22.31,PACIFIC GAS & ELEC CO,0.05,6989343.73,PACIFIC GAS & ELEC CO
LXP,LXP INDUSTRIAL TRUST,LXP,46.85,LXP INDUSTRIAL TRUST,0.05,6812660.44,LXP INDUSTRIAL TRUST
MHLD,MAIDEN HOLDINGS NORTH AMERICA,MHLD,15.73,MAIDEN HOLDINGS NORTH AMERICA LTD,0.05,7078468.54,MAIDEN HOLDINGS NORTH AMERICA LTD
PEB,PEBBLEBROOK HOTEL TRUST,PEB,19.96,PEBBLEBROOK HOTEL TRUST,0.05,6587618.36,PEBBLEBROOK HOTEL TRUST
COF,CAPITAL ONE FINANCIAL,COF,17.89,CAPITAL ONE FINANCIAL CORPORATION,0.05,6743396.17,CAPITAL ONE FINANCIAL CORPORATION
PSEC,PROSPECT CAPITAL,PSEC,17.72,PROSPECT CAPITAL CORP,0.05,6985188.56,PROSPECT CAPITAL CORP
CTO,CTO REALTY GROWTH,CTO,20.85,CTO REALTY GROWTH INC,0.05,7406858.25,CTO REALTY GROWTH INC
CLDT,CHATHAM LODGING TRUST,CLDT,20.35,CHATHAM LODGING TRUST,0.05,7223110.4,CHATHAM LODGING TRUST
SHO,SUNSTONE HOTEL INVESTORS,SHO,20.58,SUNSTONE HOTEL INVESTORS INC,0.05,6966885.66,SUNSTONE HOTEL INVESTORS INC
RWT,REDWOOD TRUST,RWT,24.98,REDWOOD TRUST INC,0.05,7450010.22,REDWOOD TRUST INC
USM,UNITED STATES CELLULAR,USM,18.38,UNITED STATES CELLULAR CORPORATION,0.04,5716051.34,UNITED STATES CELLULAR CORPORATION
SHO,SUNSTONE HOTEL INVESTORS,SHO,19.0,SUNSTONE HOTEL INVESTORS INC,0.04,5728956.0,SUNSTONE HOTEL INVESTORS INC
QVCN,QVC,QVCN,8.25,QVC INC,0.04,5511849.75,QVC INC
INN,SUMMIT HOTEL PROPERTIES,INN,18.14,SUMMIT HOTEL PROPERTIES INC,0.04,5379380.72,SUMMIT HOTEL PROPERTIES INC
BHR,BRAEMAR HOTEL & RESORTS,BHR,15.33,BRAEMAR HOTEL & RESORTS INC,0.03,3473885.31,BRAEMAR HOTEL & RESORTS INC
MHLD,MAIDEN HOLDINGS NORTH AMERICA,MHLD,13.01,MAIDEN HOLDINGS LTD,0.03,4241377.09,MAIDEN HOLDINGS LTD
RC,READY CAPITAL,RC,13.16,READY CAPITAL CORP,0.03,4559663.64,READY CAPITAL CORP
SLNH,SOLUNA HOLDINGS,SLNH,9.56,SOLUNA HOLDINGS INC,0.03,3605439.28,SOLUNA HOLDINGS INC
QRTEA,QURATE RETAIL .0 CUMULATIVE REDEEM,QRTEA,3.46,QURATE RETAIL .0 CUMULATIVE REDEEM,0.02,3368479.54,QURATE RETAIL .0 CUMULATIVE REDEEM
FOSL,FOSSIL GROUP,FOSL,96.44,FOSSIL GROUP INC,0.01,1153195.28,FOSSIL GROUP INC
USD,USD CASH,USD,100.0,USD CASH,-0.59,-81850372.44,USD CASH
,NAN,,,nan,,,nan
The content contained herein is owned or licensed by BlackRock and/or its third,NAN,The content contained herein is owned or licensed by BlackRock and/or its third,,nan,,,nan
